n,p,char_len
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,7
1,0.00012515644555694618,1
1,0.00012515644555694618,7
1,0.00012515644555694618,6
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,8
1,0.00012515644555694618,7
1,0.00012515644555694618,8
1,0.00012515644555694618,7
1,0.00012515644555694618,8
1,0.00012515644555694618,7
1,0.00012515644555694618,7
1,0.00012515644555694618,6
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,7
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,9
1,0.00012515644555694618,7
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,7
1,0.00012515644555694618,8
1,0.00012515644555694618,8
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,7
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,7
1,0.00012515644555694618,8
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,11
1,0.00012515644555694618,4
1,0.00012515644555694618,11
1,0.00012515644555694618,6
1,0.00012515644555694618,8
1,0.00012515644555694618,3
1,0.00012515644555694618,6
1,0.00012515644555694618,3
1,0.00012515644555694618,3
1,0.00012515644555694618,9
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,2
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,8
1,0.00012515644555694618,8
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,15
1,0.00012515644555694618,8
1,0.00012515644555694618,7
1,0.00012515644555694618,10
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,8
1,0.00012515644555694618,3
1,0.00012515644555694618,7
1,0.00012515644555694618,6
1,0.00012515644555694618,3
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,6
1,0.00012515644555694618,8
1,0.00012515644555694618,7
1,0.00012515644555694618,4
1,0.00012515644555694618,11
1,0.00012515644555694618,10
1,0.00012515644555694618,7
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,6
1,0.00012515644555694618,11
1,0.00012515644555694618,6
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,12
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,6
1,0.00012515644555694618,9
1,0.00012515644555694618,1
1,0.00012515644555694618,8
1,0.00012515644555694618,8
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,6
1,0.00012515644555694618,2
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,10
1,0.00012515644555694618,6
1,0.00012515644555694618,3
1,0.00012515644555694618,5
1,0.00012515644555694618,8
1,0.00012515644555694618,1
1,0.00012515644555694618,3
1,0.00012515644555694618,2
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,9
1,0.00012515644555694618,4
1,0.00012515644555694618,8
1,0.00012515644555694618,8
1,0.00012515644555694618,6
1,0.00012515644555694618,13
1,0.00012515644555694618,3
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,3
1,0.00012515644555694618,4
1,0.00012515644555694618,7
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,8
1,0.00012515644555694618,8
1,0.00012515644555694618,6
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,8
1,0.00012515644555694618,2
1,0.00012515644555694618,8
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,7
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,3
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,3
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,2
1,0.00012515644555694618,7
1,0.00012515644555694618,2
1,0.00012515644555694618,9
1,0.00012515644555694618,7
1,0.00012515644555694618,3
1,0.00012515644555694618,4
1,0.00012515644555694618,3
1,0.00012515644555694618,10
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,3
1,0.00012515644555694618,3
1,0.00012515644555694618,6
1,0.00012515644555694618,8
1,0.00012515644555694618,4
1,0.00012515644555694618,8
1,0.00012515644555694618,8
1,0.00012515644555694618,6
1,0.00012515644555694618,3
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,8
1,0.00012515644555694618,2
1,0.00012515644555694618,3
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,8
1,0.00012515644555694618,7
1,0.00012515644555694618,3
1,0.00012515644555694618,4
1,0.00012515644555694618,3
1,0.00012515644555694618,6
1,0.00012515644555694618,9
1,0.00012515644555694618,3
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,3
1,0.00012515644555694618,3
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,8
1,0.00012515644555694618,3
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,9
1,0.00012515644555694618,9
1,0.00012515644555694618,3
1,0.00012515644555694618,2
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,3
1,0.00012515644555694618,6
1,0.00012515644555694618,3
1,0.00012515644555694618,6
1,0.00012515644555694618,7
1,0.00012515644555694618,11
1,0.00012515644555694618,3
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,3
1,0.00012515644555694618,2
1,0.00012515644555694618,7
1,0.00012515644555694618,6
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,3
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,3
1,0.00012515644555694618,3
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,10
1,0.00012515644555694618,4
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,7
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,8
1,0.00012515644555694618,6
1,0.00012515644555694618,8
1,0.00012515644555694618,8
1,0.00012515644555694618,3
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,3
1,0.00012515644555694618,4
1,0.00012515644555694618,3
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,3
1,0.00012515644555694618,3
1,0.00012515644555694618,4
1,0.00012515644555694618,7
1,0.00012515644555694618,3
1,0.00012515644555694618,7
1,0.00012515644555694618,4
1,0.00012515644555694618,2
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,9
1,0.00012515644555694618,7
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,8
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,9
1,0.00012515644555694618,4
1,0.00012515644555694618,7
1,0.00012515644555694618,3
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,2
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,8
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,9
1,0.00012515644555694618,6
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,7
1,0.00012515644555694618,7
1,0.00012515644555694618,8
1,0.00012515644555694618,3
1,0.00012515644555694618,7
1,0.00012515644555694618,8
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,8
1,0.00012515644555694618,6
1,0.00012515644555694618,8
1,0.00012515644555694618,6
1,0.00012515644555694618,7
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,8
1,0.00012515644555694618,8
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,9
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,8
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,7
1,0.00012515644555694618,11
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,10
1,0.00012515644555694618,4
1,0.00012515644555694618,11
1,0.00012515644555694618,4
1,0.00012515644555694618,7
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,3
1,0.00012515644555694618,6
1,0.00012515644555694618,3
1,0.00012515644555694618,4
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,3
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,8
1,0.00012515644555694618,6
1,0.00012515644555694618,8
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,3
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,3
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,3
1,0.00012515644555694618,5
1,0.00012515644555694618,12
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,13
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,11
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,4
1,0.00012515644555694618,7
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,9
1,0.00012515644555694618,9
1,0.00012515644555694618,6
1,0.00012515644555694618,7
1,0.00012515644555694618,6
1,0.00012515644555694618,7
1,0.00012515644555694618,7
1,0.00012515644555694618,6
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,8
1,0.00012515644555694618,3
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,13
1,0.00012515644555694618,6
1,0.00012515644555694618,5
