n,p,char_len
5,0.0006257822277847309,6
5,0.0006257822277847309,2
4,0.0005006257822277847,4
4,0.0005006257822277847,3
4,0.0005006257822277847,6
4,0.0005006257822277847,4
4,0.0005006257822277847,5
4,0.0005006257822277847,5
4,0.0005006257822277847,6
4,0.0005006257822277847,6
4,0.0005006257822277847,21
4,0.0005006257822277847,9
4,0.0005006257822277847,3
4,0.0005006257822277847,5
4,0.0005006257822277847,4
4,0.0005006257822277847,4
4,0.0005006257822277847,5
4,0.0005006257822277847,3
4,0.0005006257822277847,6
4,0.0005006257822277847,3
4,0.0005006257822277847,6
4,0.0005006257822277847,3
4,0.0005006257822277847,4
4,0.0005006257822277847,5
4,0.0005006257822277847,6
4,0.0005006257822277847,5
4,0.0005006257822277847,5
4,0.0005006257822277847,3
4,0.0005006257822277847,4
4,0.0005006257822277847,5
4,0.0005006257822277847,5
4,0.0005006257822277847,3
4,0.0005006257822277847,4
4,0.0005006257822277847,4
4,0.0005006257822277847,5
4,0.0005006257822277847,4
4,0.0005006257822277847,5
4,0.0005006257822277847,5
4,0.0005006257822277847,3
4,0.0005006257822277847,5
4,0.0005006257822277847,4
4,0.0005006257822277847,8
4,0.0005006257822277847,6
4,0.0005006257822277847,5
4,0.0005006257822277847,4
4,0.0005006257822277847,3
4,0.0005006257822277847,3
4,0.0005006257822277847,4
4,0.0005006257822277847,7
4,0.0005006257822277847,6
4,0.0005006257822277847,3
4,0.0005006257822277847,4
4,0.0005006257822277847,5
4,0.0005006257822277847,3
4,0.0005006257822277847,6
4,0.0005006257822277847,4
4,0.0005006257822277847,5
4,0.0005006257822277847,5
4,0.0005006257822277847,5
4,0.0005006257822277847,2
4,0.0005006257822277847,7
4,0.0005006257822277847,8
4,0.0005006257822277847,5
4,0.0005006257822277847,5
4,0.0005006257822277847,3
4,0.0005006257822277847,3
4,0.0005006257822277847,5
4,0.0005006257822277847,6
4,0.0005006257822277847,3
4,0.0005006257822277847,10
4,0.0005006257822277847,5
4,0.0005006257822277847,5
4,0.0005006257822277847,5
4,0.0005006257822277847,3
4,0.0005006257822277847,5
4,0.0005006257822277847,7
4,0.0005006257822277847,5
4,0.0005006257822277847,5
4,0.0005006257822277847,5
4,0.0005006257822277847,4
4,0.0005006257822277847,4
4,0.0005006257822277847,3
4,0.0005006257822277847,7
4,0.0005006257822277847,5
4,0.0005006257822277847,5
4,0.0005006257822277847,5
4,0.0005006257822277847,2
4,0.0005006257822277847,5
4,0.0005006257822277847,4
4,0.0005006257822277847,3
3,0.0003754693366708385,5
3,0.0003754693366708385,4
3,0.0003754693366708385,5
3,0.0003754693366708385,4
3,0.0003754693366708385,4
3,0.0003754693366708385,4
3,0.0003754693366708385,2
3,0.0003754693366708385,4
3,0.0003754693366708385,8
3,0.0003754693366708385,4
3,0.0003754693366708385,6
3,0.0003754693366708385,3
3,0.0003754693366708385,13
3,0.0003754693366708385,4
3,0.0003754693366708385,7
3,0.0003754693366708385,7
3,0.0003754693366708385,4
3,0.0003754693366708385,7
3,0.0003754693366708385,8
3,0.0003754693366708385,7
3,0.0003754693366708385,4
3,0.0003754693366708385,7
3,0.0003754693366708385,5
3,0.0003754693366708385,5
3,0.0003754693366708385,6
3,0.0003754693366708385,3
3,0.0003754693366708385,6
3,0.0003754693366708385,9
3,0.0003754693366708385,8
3,0.0003754693366708385,7
3,0.0003754693366708385,7
3,0.0003754693366708385,5
3,0.0003754693366708385,4
3,0.0003754693366708385,4
3,0.0003754693366708385,6
3,0.0003754693366708385,3
3,0.0003754693366708385,5
3,0.0003754693366708385,4
3,0.0003754693366708385,2
3,0.0003754693366708385,4
3,0.0003754693366708385,4
3,0.0003754693366708385,3
3,0.0003754693366708385,5
3,0.0003754693366708385,5
3,0.0003754693366708385,4
3,0.0003754693366708385,4
3,0.0003754693366708385,4
3,0.0003754693366708385,4
3,0.0003754693366708385,5
3,0.0003754693366708385,8
3,0.0003754693366708385,6
3,0.0003754693366708385,2
3,0.0003754693366708385,5
3,0.0003754693366708385,5
3,0.0003754693366708385,3
3,0.0003754693366708385,5
3,0.0003754693366708385,8
3,0.0003754693366708385,6
3,0.0003754693366708385,3
3,0.0003754693366708385,7
3,0.0003754693366708385,5
3,0.0003754693366708385,5
3,0.0003754693366708385,3
3,0.0003754693366708385,4
3,0.0003754693366708385,5
3,0.0003754693366708385,5
3,0.0003754693366708385,7
3,0.0003754693366708385,4
3,0.0003754693366708385,4
3,0.0003754693366708385,4
3,0.0003754693366708385,6
3,0.0003754693366708385,5
3,0.0003754693366708385,5
3,0.0003754693366708385,7
3,0.0003754693366708385,6
3,0.0003754693366708385,4
3,0.0003754693366708385,6
3,0.0003754693366708385,3
3,0.0003754693366708385,5
3,0.0003754693366708385,6
3,0.0003754693366708385,14
3,0.0003754693366708385,3
3,0.0003754693366708385,4
3,0.0003754693366708385,5
3,0.0003754693366708385,4
3,0.0003754693366708385,7
3,0.0003754693366708385,2
3,0.0003754693366708385,6
3,0.0003754693366708385,5
3,0.0003754693366708385,4
3,0.0003754693366708385,3
2,0.00025031289111389235,6
2,0.00025031289111389235,4
2,0.00025031289111389235,8
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,3
2,0.00025031289111389235,7
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,3
2,0.00025031289111389235,5
2,0.00025031289111389235,7
2,0.00025031289111389235,4
2,0.00025031289111389235,3
2,0.00025031289111389235,9
2,0.00025031289111389235,8
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,6
2,0.00025031289111389235,4
2,0.00025031289111389235,4
2,0.00025031289111389235,9
2,0.00025031289111389235,5
2,0.00025031289111389235,3
2,0.00025031289111389235,4
2,0.00025031289111389235,4
2,0.00025031289111389235,7
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,9
2,0.00025031289111389235,6
2,0.00025031289111389235,7
2,0.00025031289111389235,4
2,0.00025031289111389235,7
2,0.00025031289111389235,9
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,7
2,0.00025031289111389235,9
2,0.00025031289111389235,4
2,0.00025031289111389235,8
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,7
2,0.00025031289111389235,4
2,0.00025031289111389235,4
2,0.00025031289111389235,11
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,7
2,0.00025031289111389235,5
2,0.00025031289111389235,3
2,0.00025031289111389235,2
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,3
2,0.00025031289111389235,5
2,0.00025031289111389235,3
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,8
2,0.00025031289111389235,7
2,0.00025031289111389235,7
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,12
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,10
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,3
2,0.00025031289111389235,7
2,0.00025031289111389235,8
2,0.00025031289111389235,3
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,9
2,0.00025031289111389235,8
2,0.00025031289111389235,6
2,0.00025031289111389235,8
2,0.00025031289111389235,8
2,0.00025031289111389235,3
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,9
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,7
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,3
2,0.00025031289111389235,7
2,0.00025031289111389235,5
2,0.00025031289111389235,8
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,7
2,0.00025031289111389235,3
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,7
2,0.00025031289111389235,4
2,0.00025031289111389235,10
2,0.00025031289111389235,4
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,7
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,7
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,7
2,0.00025031289111389235,8
2,0.00025031289111389235,8
2,0.00025031289111389235,4
2,0.00025031289111389235,6
2,0.00025031289111389235,19
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,3
2,0.00025031289111389235,4
2,0.00025031289111389235,6
2,0.00025031289111389235,7
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,6
2,0.00025031289111389235,3
2,0.00025031289111389235,4
2,0.00025031289111389235,7
2,0.00025031289111389235,5
2,0.00025031289111389235,11
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,7
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,7
2,0.00025031289111389235,6
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,4
2,0.00025031289111389235,3
2,0.00025031289111389235,10
2,0.00025031289111389235,4
2,0.00025031289111389235,6
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,3
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,9
2,0.00025031289111389235,7
2,0.00025031289111389235,7
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,6
2,0.00025031289111389235,4
2,0.00025031289111389235,2
2,0.00025031289111389235,5
2,0.00025031289111389235,21
2,0.00025031289111389235,6
2,0.00025031289111389235,23
2,0.00025031289111389235,8
2,0.00025031289111389235,11
2,0.00025031289111389235,8
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,8
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,9
2,0.00025031289111389235,5
2,0.00025031289111389235,7
2,0.00025031289111389235,8
2,0.00025031289111389235,4
2,0.00025031289111389235,8
2,0.00025031289111389235,8
2,0.00025031289111389235,7
2,0.00025031289111389235,8
2,0.00025031289111389235,4
2,0.00025031289111389235,4
2,0.00025031289111389235,3
2,0.00025031289111389235,5
2,0.00025031289111389235,1
2,0.00025031289111389235,2
2,0.00025031289111389235,2
2,0.00025031289111389235,3
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,11
2,0.00025031289111389235,10
2,0.00025031289111389235,3
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,7
2,0.00025031289111389235,4
2,0.00025031289111389235,6
2,0.00025031289111389235,7
2,0.00025031289111389235,4
2,0.00025031289111389235,4
2,0.00025031289111389235,6
2,0.00025031289111389235,4
2,0.00025031289111389235,7
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,8
2,0.00025031289111389235,2
2,0.00025031289111389235,4
2,0.00025031289111389235,7
2,0.00025031289111389235,3
2,0.00025031289111389235,3
2,0.00025031289111389235,7
2,0.00025031289111389235,4
2,0.00025031289111389235,4
2,0.00025031289111389235,3
2,0.00025031289111389235,1
2,0.00025031289111389235,2
2,0.00025031289111389235,7
2,0.00025031289111389235,5
2,0.00025031289111389235,8
2,0.00025031289111389235,5
2,0.00025031289111389235,11
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,3
2,0.00025031289111389235,4
2,0.00025031289111389235,11
2,0.00025031289111389235,5
2,0.00025031289111389235,3
2,0.00025031289111389235,4
2,0.00025031289111389235,4
2,0.00025031289111389235,3
2,0.00025031289111389235,4
2,0.00025031289111389235,6
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,8
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,1
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,6
2,0.00025031289111389235,11
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,8
2,0.00025031289111389235,4
2,0.00025031289111389235,7
2,0.00025031289111389235,3
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,7
2,0.00025031289111389235,8
2,0.00025031289111389235,8
2,0.00025031289111389235,3
2,0.00025031289111389235,8
2,0.00025031289111389235,5
2,0.00025031289111389235,14
2,0.00025031289111389235,5
2,0.00025031289111389235,8
2,0.00025031289111389235,11
2,0.00025031289111389235,10
2,0.00025031289111389235,7
2,0.00025031289111389235,7
2,0.00025031289111389235,6
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,3
2,0.00025031289111389235,4
2,0.00025031289111389235,8
2,0.00025031289111389235,11
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,4
2,0.00025031289111389235,4
2,0.00025031289111389235,4
2,0.00025031289111389235,2
2,0.00025031289111389235,9
2,0.00025031289111389235,2
2,0.00025031289111389235,8
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,7
2,0.00025031289111389235,7
2,0.00025031289111389235,5
2,0.00025031289111389235,2
2,0.00025031289111389235,5
2,0.00025031289111389235,1
2,0.00025031289111389235,7
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,7
2,0.00025031289111389235,7
2,0.00025031289111389235,7
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,7
2,0.00025031289111389235,7
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,7
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,3
2,0.00025031289111389235,7
2,0.00025031289111389235,6
2,0.00025031289111389235,3
2,0.00025031289111389235,5
2,0.00025031289111389235,8
2,0.00025031289111389235,9
2,0.00025031289111389235,6
2,0.00025031289111389235,4
2,0.00025031289111389235,6
2,0.00025031289111389235,4
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,7
2,0.00025031289111389235,7
2,0.00025031289111389235,4
2,0.00025031289111389235,3
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,7
2,0.00025031289111389235,5
2,0.00025031289111389235,3
2,0.00025031289111389235,11
2,0.00025031289111389235,7
2,0.00025031289111389235,9
2,0.00025031289111389235,6
2,0.00025031289111389235,6
2,0.00025031289111389235,4
2,0.00025031289111389235,7
2,0.00025031289111389235,6
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,3
2,0.00025031289111389235,3
2,0.00025031289111389235,6
2,0.00025031289111389235,7
2,0.00025031289111389235,6
2,0.00025031289111389235,7
2,0.00025031289111389235,7
2,0.00025031289111389235,6
2,0.00025031289111389235,7
2,0.00025031289111389235,3
2,0.00025031289111389235,6
2,0.00025031289111389235,11
2,0.00025031289111389235,4
2,0.00025031289111389235,3
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,8
2,0.00025031289111389235,1
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,6
2,0.00025031289111389235,8
2,0.00025031289111389235,5
2,0.00025031289111389235,5
2,0.00025031289111389235,4
2,0.00025031289111389235,5
2,0.00025031289111389235,5
1,0.00012515644555694618,6
1,0.00012515644555694618,8
1,0.00012515644555694618,5
1,0.00012515644555694618,8
1,0.00012515644555694618,5
1,0.00012515644555694618,8
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,7
1,0.00012515644555694618,7
1,0.00012515644555694618,9
1,0.00012515644555694618,8
1,0.00012515644555694618,10
1,0.00012515644555694618,5
1,0.00012515644555694618,8
1,0.00012515644555694618,8
1,0.00012515644555694618,4
1,0.00012515644555694618,3
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,7
1,0.00012515644555694618,7
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,10
1,0.00012515644555694618,6
1,0.00012515644555694618,3
1,0.00012515644555694618,7
1,0.00012515644555694618,2
1,0.00012515644555694618,10
1,0.00012515644555694618,2
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,9
1,0.00012515644555694618,8
1,0.00012515644555694618,3
1,0.00012515644555694618,3
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,7
1,0.00012515644555694618,7
1,0.00012515644555694618,6
1,0.00012515644555694618,7
1,0.00012515644555694618,8
1,0.00012515644555694618,3
1,0.00012515644555694618,3
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,7
1,0.00012515644555694618,4
1,0.00012515644555694618,3
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,8
1,0.00012515644555694618,7
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,8
1,0.00012515644555694618,12
1,0.00012515644555694618,9
1,0.00012515644555694618,7
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,7
1,0.00012515644555694618,7
1,0.00012515644555694618,3
1,0.00012515644555694618,4
1,0.00012515644555694618,9
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,6
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,6
1,0.00012515644555694618,9
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,1
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,6
1,0.00012515644555694618,7
1,0.00012515644555694618,5
1,0.00012515644555694618,5
1,0.00012515644555694618,4
1,0.00012515644555694618,6
1,0.00012515644555694618,4
